Id,Label,timeset,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub,pageranks
71214,,,other,61632,2953,1843,86574,36,0,1,1,1,1,1,0,137,0,0.000277,0
71216,,,other,35086,9197,781,10528,221,0,17,17,2,0.904762,0.947368,0,137,0,0.00265,0
71219,,,other,5296,3626,447,688,155,0,2,2,19,0.102777,0.125077,0,146,0,0.000379,0
71221,,,other,25805,1194,840,7849,15,0,4,4,4,0.533333,0.697917,0,137,0,0.000483,0
71222,,,other,109133,64680,1257,559,1984,0,3,3,1,1,1,0,146,0,0.000703,0
71223,,,other,5769,17184,8950,424,175,0,5,5,3,0.615385,0.770833,0,137,0,0.001048,0
71224,,,normal,18526,333,320,9006,7,1,0,1,0,0,0,0,137,0,0,0.000267
71225,,,other,11778,611,551,6517,66,0,1,1,1,1,1,0,146,0,0.00012,0
71227,,,other,146878,18964,3324,5508,739,0,1,1,1,1,1,0,137,0,0.000132,0
71229,,,other,5643,1994,256,57842,7,0,1,1,1,1,1,0,113,0,0.000051,0
71235,,,other,16674,23813,1122,3273,472,0,3,3,1,1,1,0,53,0,0.000258,0
71241,,,other,15377,185118,241,19894,715,0,13,13,4,0.6,0.765873,0,137,0,0.002005,0
71245,,,other,50764,247357,6004,22285,1381,0,2,2,1,1,1,0,146,0,0.00034,0
71252,,,other,12824,5676,1260,3179,59,0,1,1,1,1,1,0,111,0,0.000005,0
71255,,,other,26676,5548,4249,1273,245,0,2,2,2,0.75,0.833333,0,146,0,0.000333,0
71257,,,other,3720,38998,98,1,1205,0,1,1,1,1,1,0,125,0,0.000002,0
71258,,,normal,20504,1110,43,2510,124,0,0,0,0,0,0,0,146,0,0,0.000139
71261,,,other,601,26230,97,874,172,0,1,1,2,0.666667,0.75,0,137,0,0.000222,0
71264,,,other,15210,801927,683,36760,935,0,9,9,2,0.909091,0.95,0,137,0,0.001541,0
71270,,,other,27815,4674,270,29573,56,0,1,1,1,1,1,0,137,0,0.00004,0
71274,,,other,4613,1371204,490,4781,2808,0,1,1,1,1,1,0,146,0,0.000191,0
71278,,,other,8236,15838,1003,1793,151,0,1,1,1,1,1,0,111,0,0.000002,0
71279,,,other,1660,1301,403,6092,2,0,2,2,1,1,1,0,137,0,0.000017,0
71280,,,other,7390,33006,1631,340,910,0,2,2,2,0.625,0.7,0,146,0,0.000192,0
71282,,,other,4112,1538,324,3,15,0,20,20,4,0.463235,0.59127,0,137,0,0.002007,0
71284,,,other,4832,10058,799,23268,144,0,1,1,1,1,1,0,146,0,0.000038,0
71286,,,other,5134,25245,1084,2417,294,0,4,4,1,1,1,0,146,0,0.000165,0
71287,,,other,2227,23418,987,4429,355,0,1,1,1,1,1,0,146,0,0.000022,0
71292,,,other,9039,11539,110,3,213,0,2,2,2,0.666667,0.75,0,146,0,0.000058,0
71294,,,other,240971,87266,6206,14207,1030,0,4,4,1,1,1,0,111,0,0.000475,0
71300,,,other,116818,384542,85804,37519,2692,0,2,2,1,1,1,0,53,0,0.000285,0
71301,,,other,762,500,149,454,36,0,9,9,2,0.909091,0.95,0,137,0,0.001845,0
71303,,,other,8311,138593,297,248,1203,0,1,1,2,0.666667,0.75,0,27,0,0,0
71304,,,hateful,66,1165,131,580,9,0,1,1,5,0.321429,0.405556,0,113,0,0.000336,0
71307,,,other,28961,4023,378,167,137,0,1,1,2,0.666667,0.75,0,146,0,0.000071,0
71314,,,other,2811,5636,43,3970,110,0,1,1,1,1,1,0,137,0,0.000141,0
71316,,,other,114750,659478,1472,63341,4076,0,3,3,2,0.714286,0.8,0,70,0,0.000031,0
71320,,,other,229,32271,10221,196,121,0,1,1,3,0.416667,0.5,0,137,0,0.000393,0
71321,,,other,10616,2024,479,13440,8,0,1,1,1,1,1,0,137,0,0.000075,0
71322,,,other,6510,10877,641,5564,180,0,4,4,3,0.6,0.703704,0,68,0,0.000229,0
71323,,,other,1264,590619,8,2422,3693,0,2,2,1,1,1,0,113,0,0.001313,0
71325,,,other,608,105006,813,4278,1282,0,1,1,1,1,1,0,146,0,0.000137,0
71327,,,other,6285,7628,1297,2173,212,0,3,3,2,0.714286,0.8,0,146,0,0.000128,0
71328,,,other,144542,191205,4,210,276,0,1,1,1,1,1,0,97,0,0.000002,0
71330,,,other,4180,6143,1967,2851,342,0,1,1,1,1,1,0,146,0,0.000296,0
71333,,,other,35537,229471,3235,8724,365,0,4,4,1,1,1,0,137,0,0.00085,0
71335,,,other,41152,342184,191774,13446,1231,0,5,5,3,0.545455,0.666667,0,70,0,0.000179,0
71336,,,other,3592,462054,1877,27786,625,0,20,20,2,0.884615,0.934783,0,137,0,0.002768,0
71337,,,other,7606,2191,819,1584,97,0,1,1,1,1,1,0,122,0,0.000001,0
71338,,,other,24209,1995,2174,23530,11,0,1,1,2,0.666667,0.75,0,113,0,0.00139,0
71343,,,other,352491,390456,140,34,3209,0,9,9,19,0.101322,0.129572,0,123,0,0.000148,0
71344,,,normal,1191,44,77,4391,0,2,0,2,0,0,0,0,146,0,0,0.000399
71354,,,other,736,104169,90,693,556,0,3,3,1,1,1,0,137,0,0.000455,0
71361,,,other,4528,50929,436,1202,182,0,1,1,1,1,1,0,137,0,0.000176,0
71362,,,other,12072,59573,750,112873,799,0,7,7,4,0.565217,0.724359,0,39,0,0.000168,0
71363,,,other,64812,7862,3001,52345,133,0,1,1,1,1,1,0,130,0,0.000006,0
71365,,,other,1024,107198,31498,9663,230,0,13,13,6,0.387931,0.521111,0,137,0,0.002071,0
71367,,,other,59507,4215,1544,29265,127,0,1,1,1,1,1,0,111,0,0.000001,0
71370,,,normal,26087,666,961,1058,26,4,0,4,0,0,0,0,27,0.000063,0,0.00045
71372,,,other,20205,13461,10550,1386,26,0,8,8,9,0.198492,0.283278,0,137,0,0.001955,0
71373,,,other,5049,3262,869,614,96,0,2,2,1,1,1,0,111,0,0.00001,0
71375,,,other,28160,7548,5874,15708,99,0,1,1,1,1,1,0,113,0,0.000036,0
71376,,,normal,62665,20637,1871,14900,983,3,2,5,2,0.666667,0.75,361.166667,146,0.000031,0,0.000635
71378,,,normal,368,73,95,29,0,0,0,0,0,0,0,0,111,0,0,0.000139
71380,,,other,2878,4125,370,395,29,0,1,1,1,1,1,0,100,0,0.000001,0
71381,,,other,57517,1459,230,8897,1621,0,1,1,4,0.388889,0.47619,0,130,0,0.000005,0
71385,,,other,66805,12664,9639,273,722,0,1,1,1,1,1,0,121,0,0,0
71389,,,other,62036,27035,85,30,44,0,2,2,1,1,1,0,97,0,0.000004,0
71392,,,other,1009,37492,78,7,234,0,1,1,1,1,1,0,20,0,0.000072,0
71397,,,other,99716,10211,2805,18081,290,0,9,9,2,0.8,0.875,0,137,0,0.001067,0
71401,,,other,34427,1065825,2251,123,15118,0,2,2,2,0.75,0.833333,0,53,0,0.000024,0
71402,,,other,14918,51814,12101,2071,816,0,1,1,4,0.339623,0.37037,0,68,0,0,0
71403,,,other,6369,1325295,324,10,12710,0,7,7,1,1,1,0,146,0,0.001589,0
71406,,,other,4487,302634,396,4122,9107,0,3,3,3,0.625,0.766667,0,137,0,0.000238,0
71408,,,other,8607,141,121,5353,2,0,1,1,1,1,1,0,137,0,0.000044,0
71412,,,other,12527,205982,681,30,1672,0,2,2,2,0.75,0.833333,0,111,0,0.000336,0
71415,,,normal,1139,396,197,1250,63,1,0,1,0,0,0,0,68,0,0,0.000178
71419,,,other,27903,232081,805,11377,691,0,1,1,1,1,1,0,27,0,0.000011,0
71420,,,normal,6303,5919,610,1355,41,0,0,0,0,0,0,0,146,0,0,0.000139
71423,,,other,68884,16569,1813,49534,397,0,5,5,3,0.642857,0.759259,0,113,0,0.003203,0
71428,,,other,53835,26812,29020,85062,188,0,3,3,2,0.8,0.875,0,113,0,0.00281,0
71433,,,other,87913,72249,485,5586,1282,0,1,1,1,1,1,0,111,0,0.000005,0
71440,,,other,16181,153769,992,12487,1639,0,12,12,21,0.082658,0.111438,0,146,0,0.001135,0
71441,,,other,17858,4245,1408,42144,33,0,9,9,9,0.221027,0.278569,0,113,0,0.003126,0
71443,,,other,508,10241,45,52,165,0,1,1,1,1,1,0,111,0,0.000002,0
71444,,,other,774,156,112,1009,0,0,1,1,1,1,1,0,27,0,0.000001,0
71446,,,other,107957,150510,878,4768,3099,0,19,19,17,0.115093,0.157067,0,146,0,0.00366,0
71447,,,normal,955,206,254,473,3,1,0,1,0,0,0,0,53,0,0,0.000256
71450,,,other,72279,185852,429,416,3284,0,4,4,3,0.666667,0.805556,0,68,0,0.002192,0
71451,,,other,156,70817,4,281,92,0,3,3,2,0.588235,0.65,0,137,0,0.0006,0
71455,,,other,7042,13812,3239,5772,263,0,3,3,1,1,1,0,146,0,0.000277,0
71458,,,other,12211,9083,689,2149,189,0,1,1,1,1,1,0,125,0,0.000001,0
71459,,,other,4259,3068,2659,14573,127,0,1,1,2,0.666667,0.75,0,125,0,0.000004,0
71461,,,other,43019,3034,2814,38788,38,0,6,6,6,0.4,0.585417,0,113,0,0.001934,0
71463,,,other,25585,40148,713,11154,994,0,1,1,1,1,1,0,146,0,0.000022,0
71464,,,other,7187,3165705,2434,1803,14606,0,8,8,8,0.258373,0.3806,0,146,0,0.000712,0
71465,,,other,108913,55265,1255,193,2842,0,3,3,1,1,1,0,68,0,0.000076,0
71466,,,other,24131,5841,1784,44682,134,0,1,1,1,1,1,0,20,0,0.000036,0
71467,,,other,22051,117440,637,3064,1144,0,4,4,1,1,1,0,111,0,0.000483,0
71471,,,other,121167,2056,887,11435,38,0,1,1,4,0.34375,0.393939,0,137,0,0.000058,0
71472,,,hateful,17105,1804,184,16276,16,0,6,6,12,0.182014,0.230457,0,113,0,0.000182,0
71473,,,normal,16180,2950,1167,247,79,0,0,0,0,0,0,0,53,0,0,0.000139
71476,,,other,23148,2740,858,28912,31,0,1,1,1,1,1,0,137,0,0.000205,0
71477,,,other,28890,155729,410,515,3358,0,7,7,15,0.149469,0.191433,0,111,0,0.000708,0
71479,,,other,2390,6189,2759,2446,86,0,3,3,4,0.416667,0.55,0,53,0,0.000057,0
71483,,,other,247,163398,33,10,1147,0,7,7,16,0.126601,0.152784,0,146,0,0.001321,0
71486,,,other,21968,2680,286,2952,54,0,1,1,1,1,1,0,137,0,0.000181,0
71487,,,other,38772,3887,758,1958,270,0,1,1,1,1,1,0,146,0,0.00004,0
71488,,,normal,577,304,367,87,5,2,0,2,0,0,0,0,53,0,0,0.000315
71492,,,other,691636,548064,858,106242,1380,0,6,6,1,1,1,0,125,0,0.000328,0
71493,,,other,14359,1386,195,63150,13,0,1,1,1,1,1,0,137,0,0.00006,0
71500,,,other,10906,1402,732,1591,26,0,1,1,1,1,1,0,125,0,0,0
71504,,,other,1147,1608,285,43,26,0,3,3,1,1,1,0,39,0,0.000232,0
71506,,,other,133973,25032,298,204292,384,0,5,5,2,0.857143,0.916667,0,137,0,0.000925,0
71517,,,other,18990,172063,19471,10372,131,0,1,1,2,0.666667,0.75,0,27,0,0,0
71518,,,other,63856,9640,9419,136190,126,0,1,1,1,1,1,0,39,0,0.000006,0
71522,,,other,12123,15352,678,4149,117,0,1,1,1,1,1,0,68,0,0.000096,0
71523,,,other,312,948,174,369,25,0,2,2,2,0.666667,0.75,0,146,0,0.000173,0
71524,,,other,11801,17926,403,2699,52,0,1,1,1,1,1,0,97,0,0.000041,0
71528,,,other,550,1936,648,2024,26,0,1,1,1,1,1,0,68,0,0.000012,0
71529,,,other,20739,176778,2042,2018,2494,0,10,10,10,0.187016,0.263155,0,113,0,0.001261,0
71531,,,other,59410,863,359,15781,13,0,1,1,1,1,1,0,137,0,0.000021,0
71533,,,other,51114,46512,2562,1805,683,0,92,92,3,0.791667,0.891813,0,137,0,0.015269,0
71537,,,other,5070,2886,475,4072,96,0,6,6,1,1,1,0,137,0,0.000526,0
71538,,,other,19907,16180,1492,3032,732,0,4,4,19,0.105706,0.123665,0,146,0,0.000689,0
71540,,,other,26986,77098,3363,2825,1290,0,3,3,4,0.5,0.654762,0,113,0,0.000888,0
71543,,,other,88750,1534,614,65579,164,0,1,1,1,1,1,0,123,0,0.000003,0
71544,,,other,74581,10306,843,8655,107,0,1,1,1,1,1,0,137,0,0.00002,0
71547,,,other,1230,1025,424,405,31,0,1,1,2,0.666667,0.75,0,97,0,0.000005,0
71548,,,other,13218,5498,577,1029,66,0,1,1,2,0.666667,0.75,0,97,0,0.000021,0
71558,,,other,6870,2668,744,2407,37,0,1,1,1,1,1,0,68,0,0,0
71568,,,other,122814,13651,8650,405,105,0,3,3,1,1,1,0,137,0,0.000444,0
71575,,,other,43951,20546,847,820,525,0,2,2,17,0.137198,0.168807,0,111,0,0.000022,0
71577,,,other,12573,329,216,31,3,0,1,1,1,1,1,0,137,0,0.000053,0
71578,,,other,72836,10545,749,130478,181,0,1,1,1,1,1,0,20,0,0.000478,0
71579,,,normal,2765,105302,290,1,928,0,2,2,3,0.571429,0.708333,0,113,0,0.001565,0.000139
71581,,,normal,8834,6924,7099,7945,266,2,0,2,0,0,0,0,146,0.000049,0,0.000155
71585,,,other,5018,42902,38034,1236,178,0,3,3,1,1,1,0,137,0,0.000371,0
71586,,,other,61251,7753,3860,11441,66,0,1,1,1,1,1,0,111,0,0.000111,0
71588,,,normal,1277,467924,3578,2077,2970,1,0,1,0,0,0,0,70,0.000032,0,0.000178
71593,,,other,10274,226512,880,237,3594,0,2,2,1,1,1,0,146,0,0.000176,0
71594,,,other,93802,78349,592,96,3029,0,1,1,3,0.5,0.611111,0,146,0,0.00001,0
71595,,,other,15205,1069,347,10206,80,0,2,2,3,0.473684,0.555556,0,146,0,0.000057,0
71596,,,other,113174,2673,856,7257,21,0,1,1,1,1,1,0,137,0,0.000162,0
71600,,,other,15860,10829,581,1665,153,0,1,1,2,0.666667,0.75,0,123,0,0.000009,0
71603,,,other,162541,35686,3375,15335,248,0,1,1,1,1,1,0,137,0,0.000126,0
71605,,,other,36606,30480,3850,350,307,0,2,2,1,1,1,0,132,0,0.000257,0
71606,,,normal,10812,95794,1258,3959,3292,0,1,1,2,0.666667,0.75,0,125,0,0,0.000139
71610,,,other,54299,1506,230,1725,20,0,1,1,1,1,1,0,63,0,0,0
71612,,,other,3030,4290,640,697,200,0,1,1,1,1,1,0,146,0,0.000104,0
71614,,,other,47440,558695,2087,784,2413,0,4,4,5,0.296296,0.400694,0,68,0,0.000195,0
71615,,,other,89926,11669,2591,0,397,0,3,3,1,1,1,0,27,0,0.00025,0
71616,,,other,27109,8326,8396,28153,141,0,3,3,3,0.571429,0.666667,0,39,0,0.000096,0
71619,,,other,1775,118,243,5968,1,0,1,1,1,1,1,0,113,0,0.000003,0
71620,,,normal,3200,6833,5570,2995,75,0,0,0,0,0,0,0,123,0,0,0.000139
71630,,,other,117614,276452,20985,469,4984,0,2,2,1,1,1,0,146,0,0.000238,0
71631,,,other,27969,7900,938,13713,114,0,1,1,1,1,1,0,146,0,0.000086,0
71634,,,other,29142,6165,649,141,226,0,1,1,2,0.666667,0.75,0,111,0,0,0
71638,,,other,60900,11214,774,113024,193,0,2,2,20,0.099485,0.135079,0,113,0,0.000674,0
71641,,,normal,7444,3093,622,4202,34,4,1,5,2,0.666667,0.75,8,53,0.000039,0,0.000249
71642,,,other,10163,21142,20009,21927,34,0,8,8,14,0.15226,0.222079,0,113,0,0.016533,0
71645,,,other,20134,20393,1041,45,398,0,4,4,2,0.833333,0.9,0,111,0,0.000061,0
71646,,,other,9750,1312,657,2518,9,0,2,2,1,1,1,0,137,0,0.000286,0
71647,,,normal,13734,1316,469,13848,28,7,3,10,13,0.167773,0.219779,9424.316833,113,0.005724,0.003825,0.001249
71648,,,other,64,1982,195,225,42,0,3,3,5,0.448276,0.510897,0,137,0,0.000557,0
71650,,,normal,12824,12683,2227,12271,159,1,7,8,14,0.151282,0.221521,312.566667,113,0.001007,0.029409,0.000172
71651,,,other,47719,9615,1875,8256,378,0,2,2,1,1,1,0,113,0,0.002313,0
71653,,,normal,3416,520,428,1354,1,1,0,1,0,0,0,0,137,0.000001,0,0.000148
71655,,,other,30776,5965,996,33761,234,0,1,1,1,1,1,0,112,0,0.000016,0
71660,,,other,20906,11142,121,11770,40,0,1,1,1,1,1,0,97,0,0.000006,0
71662,,,other,145758,10810,7900,78245,180,0,3,3,6,0.342857,0.488889,0,39,0,0.000016,0
71663,,,other,45089,121572,2546,5418,1135,0,4,4,5,0.45,0.642593,0,146,0,0.000385,0
71666,,,other,5112,8317,604,1607,168,0,1,1,1,1,1,0,146,0,0.000019,0
71673,,,other,6929,2253414,479905,4,16093,0,2,2,2,0.666667,0.75,0,113,0,0.000419,0
71676,,,other,37428,14799,2198,3419,853,0,5,5,1,1,1,0,68,0,0.000879,0
71677,,,other,18148,2669,1692,53783,108,0,1,1,1,1,1,0,112,0,0,0
71687,,,other,228,112,46,10,1,0,1,1,1,1,1,0,53,0,0,0
71688,,,other,15834,1241,6,88,111,0,2,2,1,1,1,0,20,0,0,0
71689,,,normal,120076,1186,689,85275,74,0,18,18,2,0.846154,0.909091,0,137,0,0.000421,0.000139
71697,,,other,184723,1860,1563,2007,57,0,6,6,2,0.8,0.875,0,137,0,0.00066,0
71698,,,other,10176,9114,599,11615,26,0,1,1,1,1,1,0,27,0,0.000001,0
71699,,,other,16907,10294,641,80242,392,0,1,1,1,1,1,0,146,0,0.000011,0
71704,,,normal,941,1114,99,664,7,1,0,1,0,0,0,0,20,0,0,0.000256
71709,,,other,24999,12979,582,2379,612,0,3,3,3,0.5,0.625,0,68,0,0.000033,0
71710,,,other,602,203895,67,3689,455,0,1,1,1,1,1,0,137,0,0.000065,0
71715,,,other,21971,10024,4067,790,570,0,2,2,16,0.125853,0.145823,0,146,0,0.000324,0
71716,,,other,111,23638,717,17690,1034,0,2,2,2,0.75,0.833333,0,146,0,0.000025,0
71717,,,other,5609,8301,397,711,398,0,4,4,17,0.121019,0.150414,0,146,0,0.000258,0
71720,,,normal,16372,693,720,10362,12,1,0,1,0,0,0,0,123,0.000002,0,0.000198
71721,,,other,16470,431,1294,16169,6,0,1,1,1,1,1,0,53,0,0.000007,0
71724,,,other,18877,1509523,523,5201,7132,0,1,1,1,1,1,0,90,0,0,0
71726,,,other,48744,498158,17,348,12206,0,1,1,2,0.666667,0.75,0,79,0,0.000001,0
71731,,,other,11234,9637,1299,6390,152,0,4,4,2,0.7,0.785714,0,146,0,0.000388,0
71735,,,other,15421,6945,2272,2378,349,0,1,1,18,0.106943,0.124414,0,146,0,0.00005,0
71736,,,other,25637,2929381,4767,33272,9802,0,2,2,2,0.75,0.833333,0,53,0,0.000083,0
71739,,,other,218752,33672,2635,18956,509,0,9,9,3,0.666667,0.770833,0,146,0,0.001855,0
71744,,,normal,9519,534,826,23735,2,0,0,0,0,0,0,0,137,0,0,0.000139
71746,,,other,47644,17244,397,17044,83,0,4,4,1,1,1,0,137,0,0.000638,0
71747,,,other,5080,11258,158,27172,16,0,1,1,2,0.6,0.666667,0,137,0,0.000004,0
71751,,,other,4873,1985,265,8851,65,0,2,2,3,0.47619,0.55,0,39,0,0.000007,0
71752,,,other,1534,4258329,84,21,13542,0,2,2,1,1,1,0,130,0,0.000009,0
71756,,,other,50629,3198,1008,62974,51,0,2,2,3,0.4375,0.547619,0,20,0,0.000029,0
71762,,,other,3037,1124,781,1330,19,0,1,1,2,0.571429,0.625,0,113,0,0.000122,0
71763,,,other,2369,376,532,7973,7,0,1,1,1,1,1,0,68,0,0,0
71765,,,other,64284,46236,3096,13887,194,0,4,4,2,0.75,0.833333,0,137,0,0.000726,0
71769,,,other,2711,333,315,12,5,0,1,1,1,1,1,0,137,0,0.000091,0
71771,,,other,9331,3600,1257,11498,63,0,1,1,2,0.666667,0.75,0,111,0,0.000005,0
71776,,,other,24559,40539,1030,991,1002,0,1,1,1,1,1,0,137,0,0.00012,0
71778,,,normal,66932,2604,972,6147,10,1,1,2,1,1,1,0,137,0,0,0.00169
71780,,,other,160746,23351,14821,169362,349,0,1,1,2,0.533333,0.5625,0,39,0,0.000002,0
71785,,,other,9136,3667,526,43379,95,0,3,3,4,0.413793,0.534722,0,146,0,0.000021,0
71790,,,normal,12497,705,1108,28679,3,2,1,3,11,0.192601,0.215649,1431.887168,113,0.05623,0.008773,0.000171
71791,,,other,14622,2207,2584,22316,2,0,1,1,4,0.4375,0.482143,0,27,0,0.000004,0
71792,,,other,20280,6668,2524,58701,281,0,2,2,2,0.75,0.833333,0,39,0,0.000011,0
71795,,,other,190455,108147,5729,6241,1928,0,1,1,1,1,1,0,146,0,0.000029,0
71797,,,other,5599,32181,2912,797,765,0,1,1,3,0.5,0.611111,0,112,0,0.000004,0
71798,,,other,3089,28709,372,101,821,0,5,5,2,0.857143,0.916667,0,53,0,0.000112,0
71799,,,other,83396,185894,1120,13455,3945,0,17,17,4,0.494624,0.625,0,146,0,0.002145,0
71802,,,other,19930,35940,1145,834,182,0,4,4,1,1,1,0,27,0,0.000349,0
71803,,,other,3603,1809,807,1046,62,0,1,1,1,1,1,0,112,0,0.000001,0
71807,,,other,73403,10915,1572,22343,515,0,4,4,2,0.75,0.833333,0,146,0,0.000238,0
71812,,,other,15202,337997,402,758,2405,0,1,1,1,1,1,0,111,0,0.000003,0
71813,,,other,33511,657,407,1018,37,0,2,2,1,1,1,0,137,0,0.000257,0
71814,,,other,336109,4137,3471,22287,58,0,11,11,3,0.5,0.652778,0,137,0,0.002105,0
71815,,,normal,7971,13321,620,11303,87,0,0,0,0,0,0,0,146,0,0,0.000139
71818,,,other,148427,13030,7303,144956,228,0,19,19,13,0.182657,0.286719,0,113,0,0.045995,0
71820,,,other,8573,32175,763,2143,1195,0,1,1,1,1,1,0,146,0,0.000057,0
71821,,,other,46810,75784,989,4177,2978,0,2,2,1,1,1,0,97,0,0.000097,0
71829,,,other,40613,5856,1616,6,265,0,7,7,15,0.149623,0.192419,0,146,0,0.000489,0
71830,,,other,1037,289,98,3623,50,0,1,1,1,1,1,0,137,0,0.00004,0
71831,,,other,9,1281,111,1,27,0,1,1,2,0.666667,0.75,0,146,0,0.000191,0
71832,,,other,42747,2022719,1059,1352,21398,0,36,36,17,0.121279,0.192425,0,146,0,0.005642,0
71833,,,other,14965,3051,579,5863,195,0,6,6,16,0.13449,0.173757,0,146,0,0.000482,0
71836,,,normal,1733,3577,4700,865,129,0,0,0,0,0,0,0,114,0,0,0.000139
71840,,,other,14453,12270,968,1212,431,0,1,1,1,1,1,0,146,0,0.000157,0
71845,,,normal,30663,2641,829,14531,11,0,1,1,1,1,1,0,137,0,0,0.000139
71849,,,other,1153,21607,265,307,287,0,4,4,2,0.833333,0.9,0,146,0,0.000568,0
71851,,,normal,22835,3372,2562,21488,138,0,0,0,0,0,0,0,111,0,0,0.000139
71856,,,other,15071,22957,1690,2409,628,0,6,6,14,0.164582,0.203284,0,146,0,0.000595,0
71858,,,other,16937,235900,373,4,500,0,1,1,19,0.095716,0.108163,0,53,0,0.000001,0
71860,,,other,3080,8064,4844,4089,64,0,5,5,2,0.777778,0.857143,0,137,0,0.000553,0
71864,,,normal,20331,41937,920,3069,2127,0,1,1,1,1,1,0,111,0,0.000003,0.000139
71867,,,normal,710,182,122,45,4,1,0,1,0,0,0,0,111,0,0,0.000256
71869,,,other,28672,10267,2673,5244,381,0,1,1,2,0.666667,0.75,0,146,0,0.000097,0
71870,,,other,283798,10373,907,3561,157,0,2,2,5,0.384615,0.495,0,137,0,0.000175,0
71872,,,other,93275,506843,102,653,5037,0,9,9,4,0.666667,0.840278,0,137,0,0.00067,0
71873,,,other,20479,51854,1624,19554,349,0,2,2,21,0.079955,0.098609,0,27,0,0.000032,0
71880,,,other,1723,12809,1092,2404,407,0,5,5,17,0.121059,0.154531,0,111,0,0.000269,0
71881,,,other,37181,3118,902,12808,111,0,6,6,2,0.875,0.928571,0,113,0,0.007076,0
71882,,,hateful,37909,1539,728,92850,28,0,1,1,1,1,1,0,146,0,0.000091,0
71883,,,other,20132,1502,1083,15820,75,0,1,1,2,0.666667,0.75,0,146,0,0.000022,0
71885,,,other,100606,79439,752,16716,437,0,11,11,17,0.119367,0.174847,0,27,0,0.000693,0
71886,,,other,25574,20578,242,54871,211,0,2,2,2,0.75,0.833333,0,68,0,0.001277,0
71887,,,other,25142,13942,2209,1164,756,0,1,1,17,0.11684,0.135752,0,146,0,0.000068,0
71889,,,normal,9132,4792,1844,17538,793,1,0,1,0,0,0,0,125,0,0,0.000256
71890,,,other,45946,138629,551,5424,1396,0,17,17,6,0.509434,0.745062,0,137,0,0.002586,0
71891,,,other,16979,436,1067,3173,7,0,1,1,3,0.5,0.611111,0,137,0,0.000025,0
71896,,,other,28522,3991252,1366,5648,23368,0,13,13,2,0.76,0.842105,0,53,0,0.000572,0
71903,,,other,29055,88603,3888,14484,237,0,1,1,1,1,1,0,53,0,0.000066,0
71904,,,other,185229,5519,781,2116,166,0,23,23,17,0.114441,0.199241,0,137,0,0.002735,0
71907,,,other,1417,33504,165,321,646,0,2,2,3,0.571429,0.708333,0,68,0,0.000026,0
71908,,,normal,6212,13373,620,60833,184,0,0,0,0,0,0,0,68,0,0,0.000139
71911,,,other,43388,4557,2915,38932,97,0,3,3,2,0.8,0.875,0,53,0,0.000031,0
71912,,,normal,19239,1155,2116,141486,19,1,0,1,0,0,0,0,137,0.000039,0,0.000145
71914,,,normal,7378,1644,1363,11753,23,1,1,2,1,1,1,0,112,0,0,0.001283
71915,,,other,6523,381427,299,73,341,0,2,2,4,0.37931,0.462121,0,137,0,0.000283,0
71919,,,normal,15704,2962,697,194,11,0,0,0,0,0,0,0,70,0,0,0.000139
71926,,,other,18139,10778,6805,105,305,0,4,4,9,0.227387,0.284006,0,113,0,0.003403,0
71934,,,other,99853,7801,285,63796,40,0,4,4,1,1,1,0,97,0,0.000017,0
71940,,,other,28125,702,599,42169,10,0,1,1,1,1,1,0,68,0,0.000014,0
71945,,,other,11195,79184,2142,1218,1309,0,3,3,1,1,1,0,111,0,0.000052,0
71946,,,other,15055,171032,763,1223,769,0,1,1,20,0.093281,0.108383,0,146,0,0.000134,0
71953,,,other,92164,5964,2993,19720,8,0,1,1,1,1,1,0,137,0,0.000102,0
71955,,,other,45778,17203,3299,29588,212,0,3,3,1,1,1,0,146,0,0.000367,0
71957,,,other,21552,4077,1881,914,91,0,1,1,1,1,1,0,111,0,0.000015,0
71964,,,other,51096,5047,3144,10048,99,0,4,4,1,1,1,0,137,0,0.000872,0
71966,,,other,8546,150979,40692,52,170,0,1,1,1,1,1,0,97,0,0.000041,0
71971,,,other,66248,35552,19799,6281,572,0,8,8,9,0.204633,0.322155,0,137,0,0.001263,0
71972,,,other,550,151,103,119,4,0,1,1,1,1,1,0,146,0,0.000025,0
71976,,,other,165902,6528,2091,10767,88,0,2,2,2,0.75,0.833333,0,146,0,0.000146,0
71977,,,other,64098,11870,1305,6237,124,0,4,4,2,0.833333,0.9,0,111,0,0.000631,0
71978,,,other,9801,58785,520,129,1481,0,1,1,1,1,1,0,111,0,0.000001,0
71988,,,other,74519,843,273,710,20,0,6,6,1,1,1,0,137,0,0.001031,0
71989,,,other,14149,6525,898,363,315,0,2,2,3,0.545455,0.638889,0,146,0,0.000163,0
71997,,,other,27864,580,469,655,3,0,1,1,2,0.666667,0.75,0,137,0,0.000062,0
71998,,,other,23850,5176,439,104,9,0,1,1,1,1,1,0,100,0,0.00002,0
72000,,,other,6943,1053,954,10282,19,0,1,1,1,1,1,0,137,0,0.000089,0
72002,,,other,12649,23902,732,2167,380,0,1,1,3,0.454545,0.533333,0,68,0,0.000013,0
72005,,,other,6015,86515,665,38,1786,0,1,1,11,0.202483,0.23581,0,113,0,0.001648,0
