Id,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,sentiment,subjectivity,number hashtags,tweet number,retweet number,quote number,status length,number urls,baddies
72798,other,4896,9320,93,1964,185,0.095869524,0.49030912,25,166,34,4,103.04,182,7
72801,other,84131,9733064,310,1738,90140,0.067100534,0.510429721,5,165,35,0,111.07,237,10
72802,other,1087,1616482,113,9246,4257,0.125823517,0.565237825,50,161,39,28,99.515,110,47
72805,other,25552,1236592,809,1916,6212,0.148307163,0.458449858,8,179,21,5,101.46,188,6
72814,other,23005,9936,304,168,612,0.072690045,0.455765492,28,173,27,23,120.095,78,10
72819,other,358,49169,26,0,71,0.08972128,0.467779447,130,83,117,1,145.995,197,7
72820,normal,85151,109863,3895,613,1287,0.095168919,0.44643743,19,162,38,0,94.64,193,11
72822,other,109718,5868,828,28538,109,,,,,,,,,
72825,other,231,80348,0,4121,76,0.175886761,0.514268493,7,198,2,2,70.35,202,9
72826,other,16299,749732,94,1994,1838,0.204773455,0.582042701,0,191,9,0,58.365,200,5
72834,other,19672,2425,1139,1523,388,0.246974684,0.54386894,473,1,199,0,140.32,355,12
72837,other,210496,30156,21363,4472,464,0.129642857,0.280908854,369,54,146,0,123.09,178,10
72838,other,3908,22372,512,501,579,0.177142455,0.432777311,548,159,41,8,156.95,220,15
72839,other,16037,1832,898,13999,7,0.181700393,0.530323685,4,116,83,44,68.77889447,155,5
72842,other,948,85826,73,1531,732,-0.114687945,0.594931775,0,200,0,0,80.625,198,4
72845,other,7214,2938,66,58876,53,0.160157294,0.569439685,8,149,51,7,71.56,76,20
72846,other,91412,81013,17301,5504,1272,0.081284879,0.455424715,36,200,0,1,143.24,362,25
72849,other,155862,37497,28482,18422,1014,0.27019621,0.564431315,362,64,136,13,129.12,285,6
72850,other,6780,1230,2251,3382,19,0.090635228,0.533168918,0,154,46,7,105.415,13,50
72853,other,47290,52208,1066,10716,2043,0.052069476,0.45360115,1,165,35,16,90.44,126,14
72857,other,52088,2592,251,43216,35,0.112785354,0.521577633,8,53,144,4,65.13705584,86,19
72861,other,23735,826,730,3694,12,0.30173398,0.586704824,4,39,161,25,60.705,213,15
72867,other,68144,4968516,1021,10241,16566,0.187720936,0.444152016,96,59,141,8,120.01,168,19
72870,other,11229,8223,3132,39812,153,0.056588421,0.499624833,8,168,32,25,108.11,85,25
72871,other,31773,948,655,4780,3,0.109858576,0.529420128,2,81,112,30,78.41968912,130,27
72876,normal,103976,5281,106,47662,16,0.27449331,0.593496889,47,130,70,34,89.43,99,9
72880,normal,773,3325,928,125,169,0.073266775,0.400103355,236,148,51,0,124.9798995,298,18
72883,other,1541,154,1080,1069,3,0.076386447,0.501513073,59,116,83,0,88.18090452,84,16
72886,other,2403,13877,579,80,637,0.112429629,0.404830091,403,47,153,1,145,263,12
72888,other,39126,33601,27690,15065,401,0.241380711,0.549908902,22,38,162,0,91.45,111,6
72889,other,14710,56299,997,15595,363,0.017406124,0.512172863,13,175,25,15,122.64,58,18
72892,other,3005,597,418,341,18,0.307516893,0.557722136,281,197,3,0,153.565,104,42
72894,other,396238,3579,1753,31453,113,0.080499501,0.619809193,3,177,23,30,61.26,51,25
72896,other,68028,9822,981,21153,150,0.142971761,0.554461888,8,141,59,11,76.25,71,35
72899,other,66595,11394,992,10957,204,0.060273285,0.52447634,7,162,38,57,98.57,115,29
72901,other,8958,192728,2962,76,2463,0.171490971,0.453563141,274,190,10,22,142.66,214,17
72902,other,31333,2158,4384,29117,13,0.140054282,0.46609933,20,93,107,17,82.21,64,15
72903,other,51921,144377,41296,153,334,0.160020708,0.533683541,2,199,1,0,86.77,10,7
72905,normal,35964,22996,2016,16544,692,0.122578227,0.461736436,60,82,118,32,129.1,200,25
72906,other,19999,3115,3521,1158,97,0.315992358,0.571427114,162,130,70,19,113.925,198,13
72908,hateful,711,32,11,408,0,0.112401086,0.446057558,19,146,54,1,529.155,103,219
72909,other,6109,7465,1544,715,177,0.043532695,0.448969095,53,163,37,7,141.535,218,14
72912,other,26792,19627,1050,7014,394,0.294795961,0.518107106,133,105,95,3,138.54,239,8
72914,other,20258,1887,1174,12969,97,0.037037418,0.474062678,13,66,134,30,126.95,161,17
72925,normal,289,143,174,29,1,0.275290211,0.578363188,62,180,20,3,118.165,133,29
72939,other,19552,21310,6476,11840,558,0.163835273,0.433959758,117,171,29,26,130.93,188,32
72940,other,22711,614,468,629,10,0.130324947,0.539815925,39,169,31,62,63.835,139,24
72941,other,51535,1253,322,30071,15,0.067230409,0.607411865,7,163,37,16,55.415,57,78
72943,normal,80124,12971,4770,6880,712,0.180300839,0.552547988,763,71,129,2,149.13,383,5
72944,normal,17948,8155,7183,15398,189,0.064651673,0.369043958,59,49,151,19,132.995,177,31
72951,other,9251,1269,458,9998,9,0.040052796,0.543729324,6,83,117,0,72.595,26,61
72960,other,69884,266123,6434,42231,1175,0.224293669,0.594725045,9,47,151,19,76.15151515,154,24
72966,other,577,293,1076,9,10,0.171514613,0.466193466,8,191,9,0,78.91,209,4
72967,other,172322,7678,5216,55500,149,0.259962499,0.632886189,8,162,38,47,80.505,149,42
72968,other,9460,264148,6242,6,1517,0.118047465,0.547324703,3,196,3,0,52.83919598,198,6
72969,other,31818,77875,12972,6874,401,0.184908615,0.487751036,42,165,34,18,84.67336683,151,8
72973,hateful,4568,3278,1280,6567,22,0.080985663,0.457655961,204,89,103,24,136.3489583,174,33
72974,other,2719,5554,322,360,152,0.165415983,0.399150836,176,131,69,31,148.84,252,31
72977,normal,182361,19829,1660,124559,996,0.062636099,0.516625688,91,195,5,50,135.27,122,23
72983,other,7604,571,424,10344,7,0.064212398,0.540584134,8,56,144,16,82.545,159,49
72984,other,6941,734,160,36059,7,0.042638593,0.515469675,19,199,1,2,49.23,24,51
72985,other,3052,21109,679,363,1286,0.103052847,0.459512482,291,194,6,42,175.35,194,21
72987,normal,14381,293,425,7956,1,0.053721302,0.497428423,27,85,114,9,73.11557789,97,16
72988,other,79293,169983,30195,133,4193,0.016995673,0.481966361,115,86,114,7,117.18,216,12
72989,other,313782,6488,2173,5129,42,0.046348991,0.619829408,2,151,49,44,56.835,96,76
72994,other,36348,726908,44608,28796,5969,0.242306576,0.551346846,131,126,74,14,125.68,236,5
72996,other,41996,99565,6,9,317,0.056404045,0.534038523,7,199,1,183,178.67,217,25
72999,other,24296,46279,1071,51004,199,0.061706916,0.474527731,80,23,174,6,124.6091371,135,15
73001,other,45474,6783,7049,9426,217,0.206954922,0.526964287,497,4,196,0,139.535,360,9
73002,other,203571,1920,986,37324,18,0.119254205,0.559444766,8,117,83,32,72.85,98,61
73003,other,5914,38757,136,61,530,0.168046904,0.512988141,74,73,126,8,88.06030151,134,8
73006,other,4177,557160,57,393,835,0.12592861,0.538163155,5,167,33,6,63.55,68,37
73007,other,12942,1149,335,6613,13,0.054415502,0.561524198,4,175,24,11,56.79899497,103,20
73009,other,22116,4001,325,22391,32,0.137161905,0.547928571,13,142,57,6,64.74874372,47,12
73012,other,13738,16734,1449,2974,671,0.062380474,0.470306883,46,123,77,21,121.635,174,4
73015,other,63541,167480,901,182,200,0.131908088,0.467639185,82,100,99,40,101.0603015,165,13
73020,other,32343,7584,3653,16155,104,0.029536384,0.484513915,10,100,100,18,87.165,196,47
73022,other,15117,692485,502,289,7162,0.104214164,0.489156007,68,175,25,43,155.99,165,48
73031,other,171269,2310711,3995,7334,44600,0.081485889,0.41085073,103,188,12,0,117.935,345,23
73035,other,31056,31735,375,13487,275,0.102637675,0.439814246,11,181,19,12,61.985,66,9
73040,other,27063,24668,2808,214062,723,0.103468458,0.559865559,0,66,134,1,83.24,16,32
73049,other,5123,37561,316,1925,45,0.018975147,0.540560902,65,151,49,37,144.755,111,1
73057,hateful,858,355,563,426,9,0.161004725,0.478177838,158,58,142,16,147.15,181,15
73060,other,6939,17290,85,500,97,0.034698925,0.462377041,183,90,110,23,152,182,40
73061,other,13406,587,394,26984,15,0.07805675,0.538211116,2,5,195,0,92.75,11,45
73065,other,97516,4358,1122,56603,37,0.11612673,0.509069466,12,82,118,19,66.09,80,63
73066,other,4730,3166,150,13714,52,0.153760433,0.537096548,108,142,58,6,82.86,169,17
73067,other,4288,303,423,7651,1,0.0738257,0.540436748,106,97,103,0,77.5,64,30
73070,other,11363,154777,872,48,2427,0.23127611,0.441005088,142,143,57,3,132.23,311,44
73071,other,8562,94660,257,10317,316,0.231655495,0.550973486,52,193,7,2,83.13,113,4
73079,other,188257,36539,1710,11059,716,0.111806443,0.513953575,81,108,92,32,112.98,181,48
73083,other,9718,3148,700,7166,23,0.098728519,0.49505149,50,177,21,14,106.959596,78,30
73085,normal,1873,61,84,2067,1,0.091104082,0.54804758,24,100,100,23,86.095,89,38
73086,other,11259,3750,1925,12170,103,0.173784363,0.458440427,96,153,47,3,155.195,376,14
73090,other,36348,6037,924,50560,105,0.180479191,0.510540432,14,145,55,23,91.53,143,9
73092,other,4451,98673,193,215,2071,0.114015026,0.539874065,11,182,18,0,98.185,21,13
73096,other,22,11800,799,20,76,0.018055556,0.533888889,2,22,0,0,44.95454545,1,2
73097,other,3786,6466892,25,109,6291,0.243601582,0.539256512,300,119,81,16,139.83,221,51
73098,other,14665,9072,8803,26517,24,0.066100068,0.502031327,117,61,139,8,137.81,155,31
73099,normal,2068,6914,435,954,118,0.067097986,0.470672577,80,50,150,21,134.615,169,22
73100,other,8079,10800,852,8436,77,0.031737173,0.5977388,2,199,1,22,50.005,80,36
73109,other,55729,215654,1196,5586,1,0.116557186,0.483564479,6,195,5,0,131.835,380,37
73112,other,17826,3177,206,1,175,0.058178681,0.371757325,26,159,41,2,111.335,336,19
73116,other,14989,3046,333,7465,19,0.254261891,0.541094218,9,77,123,11,92.915,139,15
73119,other,184,6591,24,123,42,0.269491176,0.558238353,327,168,16,11,122.8695652,188,34
73121,other,9799,6199,626,8420,164,0.114001632,0.45219814,93,156,44,27,163.91,133,46
73127,other,21969,249172,2251,6208,3335,0.102472289,0.424785349,156,157,43,6,142.44,223,25
73131,hateful,73457,63566,31983,94349,242,0.032506463,0.386920958,35,57,128,12,128.8594595,133,27
73132,other,9120,1231,443,14782,35,0.030089135,0.538853862,22,168,32,20,98.075,82,37
73139,normal,566,145,321,703,0,0.206130695,0.496708532,98,81,109,5,75.81052632,126,7
73140,normal,26768,873,191,10998,16,0.161515873,0.496732426,72,9,191,1,125.61,105,4
73141,normal,567,25753,79,288,129,0.134914585,0.469287135,301,170,30,8,97.44,171,3
73144,normal,122381,1793,865,8936,117,0.060024015,0.511805989,27,133,67,8,110.475,118,32
73146,other,5462,9691,110,20323,76,0.084006291,0.481368222,1,200,0,12,116.255,38,20
73148,other,149115,125058,55,951,1797,0.062717545,0.471440937,17,194,6,0,126.805,366,17
73151,other,156250,139234,562,1494,1137,0.023001181,0.451263736,82,126,74,12,80.97,82,8
73156,other,74534,42574,26756,91637,367,0.002812355,0.494789786,205,14,186,1,142.02,166,26
73158,other,17250,7025,2238,6515,469,0.061439933,0.489055736,75,48,152,13,134.165,179,52
73160,normal,611,114,162,16,5,0.050079053,0.490744481,29,163,34,117,174.0304569,282,28
73161,other,41035,151752,968,39422,1566,0.0530117,0.498872195,38,106,94,26,121.59,193,23
73162,other,10747,5688,2786,9653,186,0.094833307,0.464373105,56,72,127,53,147.6030151,224,36
73163,other,826,18481,219,4976,318,0.035850112,0.558379819,0,196,4,27,60.13,101,68
73165,other,12609,190263,214,457,2588,0.160437895,0.440019148,230,121,79,0,111.38,257,6
73169,normal,8652,1205,915,2337,28,0.088735419,0.508899366,2,179,21,5,92.805,64,28
73170,other,6311,20776,798,26862,87,0.131124741,0.562730764,0,168,32,1,52.41,96,25
73171,other,3591,19305,17973,2444,47,0.067332937,0.540379139,0,72,127,19,78.38190955,97,88
73175,other,15674,25393,2994,3814,516,0.186054947,0.374216367,313,49,151,9,152.605,285,8
73179,other,22375,66071,1748,4650,1461,0.15500652,0.447143893,117,180,20,11,145.935,276,12
73181,normal,2465,866,409,1914,28,0.02820408,0.50962635,120,160,40,0,113.09,71,11
73186,other,16123,12823,668,35204,93,0.194338852,0.531951695,3,184,15,6,75.05025126,66,8
73191,other,65832,4019,1121,5775,55,0.214358167,0.579292087,32,160,40,25,71.22,93,15
73192,normal,3643,5041,975,7337,81,0.099217309,0.501119018,2,113,87,34,58.915,141,36
73194,other,9199,1377,3401,19502,9,0.075816528,0.503487999,58,142,58,13,118.79,127,10
73195,other,40559,498549,1716,247032,2812,0.19072097,0.544745451,3,158,42,38,82,109,8
73196,other,5150,4986,599,7928,108,0.044523896,0.572938551,6,82,77,42,83.28930818,131,20
73200,other,1816,334,409,304,0,0.086265034,0.542494274,21,95,98,17,57.05699482,125,43
73201,other,1858,2895,191,351,178,0.086902269,0.49780955,8,183,17,15,117.905,163,8
73202,other,1854,394815,102,6,472,0.031045628,0.451770967,1,199,1,0,61.7,85,7
73204,other,21732,6660,1671,27097,97,0.038291602,0.476148791,32,146,54,10,110.835,88,20
73207,hateful,3709,522,1127,19014,2,0.072786056,0.559962067,373,189,11,57,134.735,136,19
73211,other,3921,12485,544,0,332,0.134186342,0.526006096,33,154,46,0,100,161,19
73215,normal,11001,1310,1147,2594,59,0.129339371,0.509898793,46,127,73,3,101.265,91,32
73217,other,77455,18985,827,20102,610,0.044349415,0.509002658,5,94,100,16,54.07216495,105,29
73224,other,5818,1482,1277,377,138,0.073153409,0.409564287,187,193,7,3,98.05,74,21
73225,other,30581,6504,367,19129,77,0.061163816,0.484628652,4,189,11,22,110.52,75,26
73227,other,6245,1609,442,7881,34,0.16414995,0.530859521,16,95,105,19,115.625,136,10
73229,other,76077,240191,34501,8241,10103,0.250121495,0.52824099,121,194,6,8,109.285,188,25
73230,hateful,982,42,83,140,3,0.066488365,0.443471847,25,153,45,12,105.3585859,93,39
73232,other,280719,79662,43141,2931,908,0.291579885,0.578292041,444,7,193,0,138.265,346,10
73233,normal,88356,3466,344,11304,39,0.154194365,0.547565669,5,81,118,44,69.83417085,103,66
73234,other,6444,537357,464,37,11691,0.195570036,0.469703248,35,63,137,13,122.125,252,18
73236,other,53973,14165,1252,122465,231,0.044208617,0.560513029,0,199,1,32,93.73,86,60
73237,other,71043,284105,12922,9870,1652,0.193860377,0.538466177,52,153,47,12,127.355,135,11
73239,other,20346,12449,2045,3977,317,0.070017153,0.50874821,52,141,59,30,123.41,163,21
73242,other,1668,545487,63,12763,764,0.183570995,0.52939202,9,146,48,18,71.2628866,84,16
73246,other,9898,15660,43,56,331,-0.064348804,0.279815935,0,200,0,0,91.095,200,9
73247,other,89549,8368,1988,150142,183,0.075004168,0.526988431,9,60,140,6,74.34,12,51
73248,other,41313,127457,2106,19463,1635,0.117294106,0.475271828,11,143,57,26,96.265,104,8
73249,other,12806,96593,360,11174,1307,0.145137358,0.474845872,27,174,26,22,84.805,69,9
73253,other,127665,398782,2978,16691,7287,0.13491228,0.540034337,58,135,65,0,105.85,213,34
73255,other,20315,1832,805,5674,5,0.116760613,0.549905082,6,171,29,21,62.535,58,19
73257,other,3152,480,328,2034,5,0.122663407,0.481981843,198,199,1,23,125.165,200,5
73261,other,2191,1157,714,1207,44,0.179362842,0.431596601,193,120,80,18,155.07,199,20
73263,other,55914,13594,10478,46266,206,0.206886769,0.501947218,82,153,47,6,80.275,110,6
73264,other,764,470,285,671,27,0.00224809,0.387179258,7,181,19,0,148.455,338,41
73265,other,1573,2156,392,2078,51,0.316486972,0.750885994,6,20,174,5,59.69072165,183,17
73267,other,9534,1555,448,23156,28,0.060475629,0.432219814,11,39,161,14,122.03,153,28
73268,normal,184,392,816,239,1,0.02765107,0.471243292,32,178,6,49,134.9673913,136,48
73269,other,100838,1582,987,493,78,0.060712443,0.582647561,1,179,21,105,69.27,237,41
73270,other,51925,10952,1882,1101,510,0.032379615,0.496582876,7,148,52,61,131.59,199,56
73277,normal,2397,1000,763,765,16,0.115074224,0.456833518,21,121,65,4,106.5860215,286,5
73280,other,13891,10381,491,2908,2,0.149461693,0.441548071,30,156,44,0,124.8,301,28
73281,other,246,1605,469,121,35,0.049189046,0.486651027,4,194,6,0,80.825,114,13
73282,other,104991,73521,679,6555,606,0.072532693,0.445047273,43,142,58,1,113.13,220,10
73290,normal,33187,2384,4137,25353,181,0.07144783,0.491820053,73,96,104,40,123.555,177,19
73292,other,395,326,187,1741,21,0.19485507,0.546929147,21,148,51,8,59.41708543,78,19
73297,other,16317,98197,2169,10809,1349,0.060907835,0.473126236,3,75,125,0,131.515,313,22
73298,other,182982,1127,1455,15992,52,0.087752886,0.536785118,7,86,114,29,106.435,137,64
73299,other,19920,650339,6740,1186,6598,0.143254497,0.422442232,194,160,40,8,139.185,215,10
73300,other,12313,12273,1927,9127,263,0.339906218,0.582696455,214,146,54,13,152.245,143,5
73304,other,7153,61745,1976,2020,1022,0.06402039,0.448439211,117,161,39,19,154.25,167,61
73305,other,10856,16700,2753,1915,302,0.114783031,0.416431696,172,125,75,3,136.895,222,16
73312,other,282,20926,194,5885,132,0.229009863,0.538988891,71,116,77,6,73.32642487,84,6
73313,other,13549,877,266,37882,2,0.133055272,0.453346061,69,53,146,1,107.9849246,89,13
73314,other,92590,38664,1353,19755,640,0.087264013,0.455486184,20,157,43,53,144.4,179,27
73317,other,106,5085,2389,50,99,0.025974988,0.528715877,2,106,0,41,74.12264151,93,20
73323,other,7236,6381,1028,838,235,0.107317431,0.415539626,215,173,27,4,146.36,331,19
73324,hateful,175,55,0,241,1,0.044442604,0.448467845,6,128,45,5,73.27745665,101,22
73325,normal,16153,128,97,13915,6,0.0683423,0.498548689,11,82,118,9,105.795,81,46
73326,other,20742,4246,723,68,144,0.053636341,0.421406881,1,198,2,0,102.795,201,8
73332,other,82851,1405,1074,97,99,0.100830135,0.508334877,273,200,0,0,129.87,382,8
73333,normal,33312,433,155,8017,32,0.142218013,0.486948653,145,13,187,0,117.305,144,4
73336,hateful,1113,441,833,6645,1,0.127216503,0.526480111,11,162,38,21,112.65,103,27
73340,other,1221,770,1496,1807,31,0.320467615,0.629697608,140,155,45,51,137.355,241,21
73342,other,236,94,47,58,0,0.163755043,0.43578456,13,143,57,0,116.215,278,21
73344,other,31410,3332,1294,12853,62,0.036338521,0.454826891,11,175,25,21,93.525,105,7
73345,other,49056,66997,2282,227,782,0.221655899,0.493347955,88,107,93,0,84.03,128,68
73346,other,14108,1118,317,4558,52,0.045032324,0.563525309,15,123,76,46,79.7638191,118,66
73348,other,26515,1409163,1123,7659,11134,0.18637835,0.443966768,67,102,98,46,132.59,268,14
73352,other,25698,135,295,35727,4,0.063006276,0.5129006,13,114,14,91.005,103,24,26
73360,other,18419,826,813,9231,10,0.040976325,0.511161599,21,112,86,33,94.23232323,108,26
73363,normal,361,240,142,522,0,0.115480616,0.552470924,200,134,65,0,72.33668342,130,11
73364,other,121928,69409,556,48131,397,0.037475557,0.555039314,5,132,68,16,56.45,116,45
73366,other,24,1736,898,78,4,-0.033974359,0.605603039,0,24,0,0,35.25,3,6
73369,other,33678,4903,888,35408,32,0.072195442,0.555182731,5,120,76,21,83.58163265,104,29
73371,other,3866,45679,1713,191,1196,0.044018351,0.514857484,213,122,78,45,175.01,240,48
73372,other,96809,535348,3303,11237,1560,0.103023441,0.515141746,24,182,18,19,95.175,70,19
73374,other,7323,54893,7707,648,1670,0.110952499,0.530986489,5,199,1,75,93.285,166,48
73375,other,484,267490,1,96316,178,0.064656105,0.507300758,0,200,0,0,89.84,0,22
73376,other,11231,4955,2741,2500,255,0.140071111,0.5012548,55,139,61,14,110.39,132,9
73385,other,250,1335,478,495,17,0.1130919,0.478007086,78,120,79,21,119.4572864,176,17
73388,other,22849,15460,11467,4506,54,0.073057057,0.484777273,24,131,69,5,103.49,130,20
73391,other,119478,817138,300,1347,25849,0.249888394,0.579687879,5,193,7,4,136.71,326,19
73395,other,160,140,96,119,0,0.344425573,0.58365907,111,107,53,7,123.93125,120,6
73401,other,10769,56011,204,5241,520,0.19685837,0.532021281,106,77,123,13,129.01,209,10
73404,other,102211,4079,995,839,91,0.092194705,0.577799024,0,199,1,38,55.43,59,57
73405,other,128085,227398,227,2146,8530,0.032544454,0.517661479,16,19,181,0,110.55,146,32
73406,other,53610,28791,22448,83774,90,0.091561155,0.503326996,149,30,169,2,130.7135678,171,22
73410,normal,2016,228,360,1970,2,0.253692822,0.534994952,88,130,69,35,106.5979899,188,19
73412,normal,4964,59,214,6966,1,0.07774331,0.501426758,30,135,65,12,118.365,85,19
73414,other,50999,86938,2479,15770,522,0.143424096,0.39344274,42,196,4,2,134.835,259,40
73418,other,63615,12411,1896,3886,296,0.181105321,0.547988741,45,152,48,26,98.81,133,9
73419,normal,45521,1001,322,6178,13,0.058235729,0.558712887,10,12,187,2,78.29145729,166,41
73420,other,59778,10394,3222,61444,672,0.087341946,0.484171923,8,184,16,32,90.645,111,19
73422,other,10250,153161,485,712,3022,0.281868132,0.510989011,15,193,7,3,28.525,11,2
73423,other,62511,13481,3251,3456,657,0.074418354,0.467747656,23,139,61,27,131.245,149,14
73424,other,47852,6623,606,3709,714,0.094295437,0.502161328,84,173,27,23,99.32,120,21
73427,other,49723,140560,542,302,767,0.087508522,0.421160309,82,162,38,0,121.76,206,28
73433,other,11178,4382,3665,254010,48,0.164325919,0.571858292,75,166,34,4,59.435,121,16
73434,other,13333,2901,979,384,193,0.032495586,0.471348982,35,119,81,19,130.865,196,14
73440,normal,25313,1301,62,530,45,0.033034134,0.551225134,8,168,32,24,112.85,125,43
73445,other,18325,2810,167,77,39,0.065806171,0.565471946,7,109,91,9,70.35,82,5
73448,other,17055,74792,20914,2,408,0.141636884,0.559325397,0,25,11,0,71.25,11,6
73450,other,21180,7692,1119,1207,270,0.065370418,0.459041865,24,144,56,32,124.74,176,11
73460,other,3595,68768,133,100119,370,0.180163252,0.502985986,96,72,128,0,136.715,189,9
73463,normal,19415,11067,4506,1557,545,0.053191221,0.429430386,92,175,25,1,103.655,46,26
73464,other,16035,13233,196,35121,174,0.077612414,0.542889931,1,188,12,12,55.16,83,29
73469,other,42746,8038,388,9301,127,-0.033633414,0.481873549,8,121,79,33,106.92,164,42
73470,other,243432,5434,3941,58795,88,0.061204875,0.561985319,24,101,99,27,84.205,121,36
73471,other,24151,10729,683,80,668,0.055314042,0.533555012,52,140,59,13,116.6482412,88,34
73472,other,49246,75228,54985,249,357,0.005366987,0.496471362,70,30,168,8,89.13131313,104,17
73474,other,10040,265732,1212,4327,3713,0.133365481,0.519259109,4,194,6,8,88.375,31,13
73475,other,91825,15344,947,3257,415,0.199435623,0.53555083,25,91,109,36,101.075,177,15
73480,other,3894,7255,1130,479,209,0.240144074,0.471073425,153,102,98,53,163.67,254,24
73485,other,17570,17817,15445,8089,345,0.214935638,0.571028736,5,165,35,14,75.25,90,20
73489,other,19430,9010,3318,21655,120,0.150542534,0.573472376,3,12,188,4,77.45,13,26
73490,other,9012,69402,1246,2446,1137,0.15596937,0.538080145,74,104,96,48,151.065,241,44
73491,other,13848,36907,1913,6792,685,0.145428036,0.439664372,90,160,40,13,125.715,214,12
73492,other,3070,11945,83,225,38,0.320919417,0.578406529,7,190,10,0,47.685,202,2
73495,other,2803,711,660,1793,43,0.114484683,0.437740381,139,113,87,32,130.07,218,12
73496,normal,5414,822,333,2597,0,0.007331686,0.568645801,1,21,178,0,45.38693467,23,63
73497,other,93182,15513,393,148,97,0.062792411,0.459125694,33,31,169,24,136.815,155,19
73501,other,7311,22103,878,4481,547,0.106784218,0.611401197,24,196,4,3,126.655,79,13
73508,other,6919,9661,1174,218,514,0.059407721,0.466555883,318,110,89,21,144.6231156,162,15
73511,other,94904,9452,491,89923,118,0.160942053,0.546856427,17,5,195,0,80.41,35,10
73513,other,7989,11875,238,0,142,0.080918342,0.466890779,90,177,23,66,163.845,157,33
73514,normal,8961,10870,421,1676,180,0.149227902,0.48128237,29,153,47,28,122.36,104,17
73516,normal,117409,1117,626,1282,12,0.073531605,0.585231021,5,134,64,26,79.17676768,59,80
73518,hateful,2734,297,397,10974,3,0.07736409,0.466212676,20,116,84,17,94.395,140,28
73522,other,448889,10708,494,1429,326,0.036706585,0.533944055,17,167,33,84,104.71,130,44
73523,other,3104,97069,29394,46270,307,0.219342232,0.566061408,15,42,76,11,78.15254237,121,7
73524,other,19097,3901996,6499,4360,18296,0.180573172,0.515353367,99,176,24,0,152.37,199,2
73527,other,38487,23225,1301,4547,702,0.121775141,0.472229567,9,107,92,15,120.3266332,113,7
73529,other,153003,456951,526,85,3456,0.078627243,0.525574952,4,199,1,7,84.595,80,5
73532,other,3033,1243,4520,3374,9,0.214393118,0.477484106,145,192,8,1,102.37,157,27
73534,other,5434,392,1217,9992,29,0.11022879,0.433413845,137,39,161,17,130.095,214,20
73537,other,24418,15288,11128,12453,90,0.008782672,0.551520899,3,200,0,12,49.52,26,72
73539,other,19846,39906,96,15044,407,0.194119492,0.459838857,178,131,69,12,87.485,150,1
73544,other,6453,1649,660,3106,75,0.100299834,0.527784828,8,195,5,20,127.125,57,28
73546,other,51842,1238,958,6815,19,0.043247706,0.493592951,7,157,43,7,89.43,47,23
73548,other,4940,778,397,4663,4,0.110351517,0.536410811,6,123,77,47,59.475,142,54
73551,normal,6558,1528,684,7647,6,0.06577648,0.511874817,15,91,108,21,88.58291457,170,24
73553,other,116865,5710,1286,22895,126,0.140981613,0.501523241,64,26,172,4,97.01515152,55,12
73554,other,8221,16400,411,30179,389,0.065131373,0.504211586,0,163,37,4,93.375,21,28
73557,other,17225,94693,1702,6095,2682,0.155090087,0.415752209,74,152,48,6,134.81,273,9
73563,other,3065,29844,375,565,651,0.103105417,0.446852755,143,186,14,0,145.875,385,16
73565,normal,20811,9597,613,2232,375,0.054681099,0.516686372,9,164,36,13,100.605,81,20
73566,normal,10307,35537,979,6565,1178,0.08152868,0.436530032,301,161,39,2,140.235,271,20
73567,other,306948,82011,27699,110344,806,0.115189995,0.54330303,18,106,91,61,87.40101523,198,36
73570,other,5788,37331,3377,15253,217,0.035258674,0.531495064,18,95,105,21,67.36,99,43
73571,other,22474,980174,313,10,4321,0.181050685,0.606053617,19,169,31,16,65.415,65,42
73576,other,3589,4991,1171,945,110,0.175321002,0.466852939,335,135,65,19,140.495,159,16
73578,other,16605,132575,531,284,1624,0.154734492,0.4135216,178,180,20,1,130.47,186,9
73579,normal,63429,7906,99,56688,37,-0.006357822,0.569218097,8,56,143,13,69.4321608,93,23
73585,normal,1132,67,308,113,6,0.084559376,0.519166241,34,145,55,95,154.66,211,30
73591,other,1219,747,543,1240,37,0.200545184,0.556340854,14,159,41,8,132.815,324,17
73594,other,10255,920,369,1839,1,0.12238578,0.511502808,24,134,63,16,80.05076142,88,25
73598,other,9423,35123,30201,26394,138,0.359444928,0.594000052,75,103,97,0,82.16,77,3
73600,other,266133,2546,685,10501,68,0.205460039,0.557205906,18,178,22,15,71.305,53,26
73601,other,96147,643,290,120572,40,0.100323844,0.50185325,15,164,36,11,88.585,104,19
73603,normal,2474,412,828,6723,5,0.027648284,0.506288502,66,159,41,11,123.875,103,22
73604,other,12383,3547,2691,3338,11,-0.013479184,0.509137447,67,142,58,136,219.545,291,25
73605,other,6815,236173,4529,15648,3777,0.24015397,0.485012947,129,133,67,15,142.07,210,6
73606,other,140,25,220,39,0,0.06937353,0.467300897,172,46,94,1,128.9214286,113,29
73607,other,97,50239,4,108,102,0.120093161,0.540518018,71,26,70,2,95.57291667,68,5
73611,other,67115,47916,50789,6378,268,0.162799969,0.429911234,245,197,3,0,70.065,195,4
73615,normal,50414,6368,396,119582,115,-0.059808995,0.547607704,8,61,139,3,57,38,61
73618,normal,27324,1609,175,16226,22,0.074189822,0.57499621,0,164,36,11,52.84,44,26
